,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.143,0.901,0.895,0.91,200,200,320.906,0.165,0.186
1,0.131,0.92,0.939,0.903,280,240,403.091,0.25,0.185
2,0.106,0.931,0.951,0.912,360,280,409.483,0.319,0.183
3,0.115,0.933,0.941,0.924,440,320,402.478,0.359,0.182
4,0.12,0.928,0.946,0.911,520,360,402.951,0.389,0.18
5,0.092,0.944,0.946,0.942,600,400,421.912,0.41,0.178
6,0.105,0.941,0.939,0.942,680,440,417.333,0.415,0.177
7,0.097,0.944,0.941,0.947,760,480,424.46,0.427,0.175
8,0.091,0.942,0.939,0.945,840,520,424.196,0.431,0.174
9,0.105,0.94,0.941,0.94,920,560,436.42,0.437,0.172
10,0.109,0.945,0.947,0.943,1000,600,437.845,0.443,0.17
11,0.094,0.949,0.942,0.955,1080,640,436.445,0.448,0.169
12,0.102,0.944,0.951,0.937,1160,680,452.162,0.449,0.167
13,0.099,0.95,0.945,0.955,1240,720,461.408,0.457,0.165
14,0.096,0.951,0.949,0.952,1320,760,452.327,0.455,0.164
15,0.093,0.951,0.949,0.953,1400,800,447.861,0.456,0.162
16,0.101,0.949,0.946,0.952,1480,840,460.004,0.46,0.16
17,0.093,0.949,0.951,0.948,1560,880,481.361,0.464,0.159
18,0.093,0.953,0.952,0.955,1640,920,475.174,0.467,0.157
19,0.098,0.951,0.949,0.954,1720,960,498.255,0.468,0.155
20,0.098,0.953,0.948,0.958,1800,1000,491.845,0.469,0.153
