,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.011,0.026,0.018,0.034,200.0,200.0,10.06,0.0,0.0
1,0.044,0.037,0.008,0.058,280.0,240.0,19.505,0.02,0.001
2,0.004,0.015,0.002,0.027,360.0,280.0,16.859,0.002,0.0
3,0.01,0.008,0.013,0.027,440.0,320.0,18.977,0.006,0.001
4,0.021,0.011,0.0,0.021,520.0,360.0,19.852,0.012,0.001
5,0.003,0.035,0.029,0.041,600.0,400.0,18.586,0.007,0.001
6,0.007,0.002,0.051,0.038,680.0,440.0,15.418,0.003,0.0
7,0.01,0.008,0.029,0.01,760.0,480.0,14.131,0.004,0.001
8,0.013,0.005,0.01,0.0,840.0,520.0,15.245,0.005,0.001
9,0.009,0.017,0.009,0.024,920.0,560.0,22.477,0.001,0.0
10,0.013,0.008,0.018,0.031,1000.0,600.0,5.413,0.004,0.001
11,0.005,0.001,0.018,0.014,1080.0,640.0,13.149,0.0,0.0
12,0.006,0.021,0.009,0.031,1160.0,680.0,10.002,0.004,0.001
13,0.004,0.003,0.008,0.014,1240.0,720.0,11.523,0.001,0.0
14,0.017,0.02,0.034,0.007,1320.0,760.0,5.601,0.004,0.0
15,0.02,0.007,0.008,0.021,1363.0,781.5,0.794,0.004,0.0
16,0.009,0.004,0.019,0.024,1403.0,801.5,11.751,0.004,0.0
17,0.011,0.015,0.046,0.014,1446.0,823.0,2.583,0.007,0.001
18,0.015,0.006,0.002,0.014,1488.0,844.0,10.846,0.005,0.0
19,0.015,0.009,0.025,0.007,1528.0,864.0,11.097,0.004,0.0
20,0.002,0.004,0.017,0.024,1569.0,884.5,6.442,0.003,0.0
