,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.186,0.721,0.728,0.714,200,200,228.604,0.34,0.099
1,0.195,0.75,0.829,0.684,280,240,259.648,0.354,0.095
2,0.168,0.795,0.831,0.762,360,280,264.382,0.411,0.087
3,0.163,0.818,0.841,0.796,440,320,274.025,0.418,0.081
4,0.134,0.854,0.854,0.854,520,360,273.15,0.431,0.075
5,0.14,0.814,0.812,0.816,600,400,293.551,0.428,0.07
6,0.144,0.866,0.943,0.801,680,440,291.545,0.424,0.065
7,0.127,0.872,0.919,0.83,760,480,289.129,0.434,0.057
8,0.118,0.881,0.903,0.859,840,520,313.282,0.437,0.051
9,0.132,0.876,0.915,0.84,920,560,313.556,0.437,0.044
10,0.132,0.888,0.935,0.845,1000,600,312.768,0.436,0.038
11,0.123,0.879,0.911,0.85,1080,640,343.564,0.444,0.029
12,0.09,0.921,0.939,0.903,1160,680,334.706,0.447,0.021
13,0.107,0.909,0.925,0.893,1240,720,338.505,0.448,0.013
14,0.11,0.894,0.91,0.879,1320,760,345.085,0.453,0.006
15,0.078,0.906,0.92,0.893,1366,783,346.988,0.441,0.006
16,0.117,0.906,0.92,0.893,1406,803,372.867,0.43,0.005
17,0.104,0.893,0.897,0.888,1450,825,351.828,0.421,0.004
18,0.098,0.883,0.908,0.859,1494,847,381.057,0.411,0.003
19,0.08,0.906,0.924,0.888,1534,867,371.189,0.401,0.003
20,0.094,0.893,0.893,0.893,1576,888,373.253,0.391,0.003
