,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.336,0.411,0.474,0.381,200.0,200.0,296.463,0.11,0.107
1,0.306,0.634,0.729,0.561,280.0,240.0,339.609,0.175,0.104
2,0.23,0.734,0.789,0.687,360.0,280.0,351.073,0.243,0.098
3,0.186,0.812,0.871,0.762,440.0,320.0,355.031,0.292,0.092
4,0.154,0.829,0.84,0.818,520.0,360.0,360.433,0.323,0.086
5,0.156,0.841,0.845,0.842,600.0,400.0,360.168,0.338,0.08
6,0.157,0.851,0.879,0.825,680.0,440.0,369.766,0.353,0.074
7,0.127,0.875,0.924,0.83,760.0,480.0,377.464,0.367,0.068
8,0.114,0.879,0.935,0.83,840.0,520.0,377.805,0.383,0.06
9,0.108,0.883,0.906,0.862,920.0,560.0,386.149,0.392,0.053
10,0.101,0.895,0.934,0.859,1000.0,600.0,400.002,0.396,0.046
11,0.115,0.897,0.93,0.867,1080.0,640.0,398.882,0.406,0.038
12,0.107,0.891,0.918,0.867,1160.0,680.0,404.819,0.409,0.031
13,0.098,0.906,0.94,0.874,1240.0,720.0,424.911,0.409,0.024
14,0.103,0.892,0.911,0.874,1320.0,760.0,426.572,0.414,0.016
15,0.089,0.91,0.926,0.896,1400.0,800.0,419.565,0.419,0.007
16,0.096,0.906,0.938,0.876,1452.0,826.0,431.93,0.413,0.005
17,0.087,0.904,0.915,0.893,1496.0,848.0,435.968,0.402,0.005
18,0.098,0.903,0.926,0.881,1541.0,870.5,438.453,0.391,0.005
19,0.095,0.913,0.936,0.891,1584.0,892.0,444.828,0.381,0.004
20,0.088,0.899,0.915,0.883,1627.0,913.5,463.059,0.372,0.004
