,test_loss,test_f1,test_prec,test_recall,labeled_instances,train_positive_rate,pool_positive_rate,iteration_time
0,0.021,0.019,0.031,0.011,0.0,0.0,0.0,42.362
1,0.127,0.0,0.0,0.0,0.0,0.076,0.0,36.219
2,0.018,0.0,0.0,0.0,0.0,0.025,0.0,28.156
3,0.045,0.0,0.0,0.0,0.0,0.017,0.0,27.572
4,0.069,0.005,0.048,0.003,0.0,0.026,0.0,31.426
5,0.075,0.08,0.385,0.045,0.0,0.012,0.0,25.04
6,0.013,0.038,0.116,0.023,0.0,0.019,0.0,34.149
7,0.015,0.183,0.42,0.117,0.0,0.007,0.0,34.734
8,0.03,0.294,0.434,0.223,0.0,0.013,0.0,32.011
9,0.1,0.247,0.342,0.201,0.0,0.006,0.0,28.628
10,0.046,0.299,0.311,0.29,0.0,0.013,0.0,25.0
11,0.044,0.326,0.417,0.277,0.0,0.008,0.0,26.362
12,0.04,0.081,0.238,0.075,0.0,0.007,0.0,38.516
13,0.103,0.043,0.04,0.074,0.0,0.009,0.001,40.118
14,0.027,0.04,0.009,0.069,0.0,0.008,0.001,30.42
15,0.076,0.147,0.058,0.174,0.0,0.004,0.0,42.964
16,0.036,0.036,0.072,0.018,0.0,0.007,0.001,33.812
17,0.112,0.191,0.172,0.202,0.0,0.004,0.0,46.51
18,0.028,0.009,0.049,0.048,0.0,0.009,0.001,34.995
19,0.015,0.051,0.06,0.043,0.0,0.008,0.001,31.683
20,0.019,0.057,0.088,0.085,0.0,0.009,0.001,28.221
21,0.057,0.187,0.104,0.23,0.0,0.008,0.001,29.328
22,0.021,0.024,0.102,0.075,0.0,0.007,0.001,27.94
23,0.021,0.076,0.113,0.049,0.0,0.005,0.001,20.051
24,0.016,0.027,0.048,0.024,0.0,0.009,0.001,22.357
25,0.02,0.029,0.036,0.054,0.0,0.009,0.001,23.258
26,0.095,0.461,0.49,0.436,0.0,0.011,0.002,32.46
27,0.006,0.028,0.021,0.042,0.0,0.01,0.002,39.396
28,0.023,0.02,0.023,0.021,0.0,0.012,0.002,23.36
29,0.016,0.014,0.016,0.02,0.0,0.01,0.002,28.995
30,0.022,0.015,0.048,0.044,0.0,0.008,0.002,39.14
31,0.006,0.008,0.005,0.01,0.0,0.0,0.0,41.352
