,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.2103850096464157,0.851588430535799,0.8642925890279115,0.8392523364485981,200,190.67428708076477
1,0.18052735924720764,0.870722433460076,0.8858800773694391,0.8560747663551402,240,215.04041075706482
2,0.15576493740081787,0.887579329102448,0.8617957746478874,0.9149532710280374,280,211.878319978714
3,0.15601907670497894,0.898248935163275,0.909875359539789,0.8869158878504673,320,212.4247922897339
4,0.13385796546936035,0.896969696969697,0.8948837209302326,0.8990654205607477,360,212.8570408821106
5,0.1417965292930603,0.9033474776049033,0.9115128449096099,0.8953271028037383,400,215.20790457725525
6,0.12983791530132294,0.9141509433962264,0.9228571428571428,0.905607476635514,440,217.47064924240112
7,0.13022467494010925,0.9110486891385768,0.9127579737335835,0.9093457943925234,480,221.52377152442932
8,0.1354629099369049,0.9119409866297833,0.899909008189263,0.9242990654205607,520,226.0327832698822
9,0.12666752934455872,0.919294990723562,0.9125230202578268,0.9261682242990654,560,220.51668882369995
10,0.12038741260766983,0.9214953271028037,0.9214953271028037,0.9214953271028037,600,231.35228872299194
11,0.11992242932319641,0.9245107176141659,0.9219330855018587,0.9271028037383178,640,227.68431949615479
12,0.1358935534954071,0.9085923217550276,0.889087656529517,0.9289719626168225,680,233.1817123889923
13,0.12757880985736847,0.9277777777777779,0.9192660550458716,0.9364485981308411,720,233.1308250427246
14,0.12553438544273376,0.9236533957845432,0.9258215962441314,0.9214953271028037,760,224.9328851699829
15,0.11015529930591583,0.9305816135084428,0.9340866290018832,0.9271028037383178,800,227.12780046463013
16,0.11290901154279709,0.9323378441437238,0.9310344827586207,0.9336448598130841,840,235.19098925590515
17,0.11953981220722198,0.9267161410018553,0.919889502762431,0.9336448598130841,880,238.65257477760315
18,0.11305320262908936,0.9308584686774942,0.9244239631336405,0.9373831775700935,920,243.42460870742798
19,0.12304234504699707,0.9313543599257884,0.9244935543278084,0.9383177570093458,960,235.74323153495789
20,0.10260213911533356,0.9387942936033133,0.9247506799637353,0.9532710280373832,1000,242.24475288391113
