,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.403,0.249,0.277,0.261,200.0,151.593,0.093,0.102
1,0.472,0.438,0.542,0.379,233.333,160.064,0.131,0.101
2,0.441,0.384,0.499,0.316,273.333,163.653,0.157,0.099
3,0.403,0.443,0.558,0.386,313.333,169.742,0.186,0.098
4,0.379,0.466,0.612,0.382,353.333,168.794,0.213,0.096
5,0.381,0.489,0.651,0.397,393.333,173.384,0.235,0.094
6,0.361,0.525,0.662,0.436,433.333,168.566,0.256,0.091
7,0.365,0.529,0.671,0.442,473.333,177.72,0.268,0.089
8,0.338,0.54,0.658,0.463,513.333,177.369,0.286,0.087
9,0.337,0.586,0.674,0.521,553.333,177.091,0.293,0.085
10,0.332,0.57,0.681,0.494,593.333,176.752,0.304,0.083
11,0.307,0.599,0.688,0.536,633.333,186.87,0.313,0.08
12,0.312,0.604,0.714,0.523,673.333,185.82,0.317,0.078
13,0.307,0.591,0.699,0.513,713.333,186.949,0.325,0.076
14,0.297,0.62,0.742,0.534,753.333,190.843,0.33,0.074
15,0.298,0.621,0.733,0.541,793.333,192.92,0.339,0.071
16,0.288,0.642,0.753,0.56,833.333,197.465,0.344,0.068
17,0.285,0.643,0.742,0.568,873.333,192.881,0.349,0.066
18,0.298,0.648,0.735,0.581,913.333,197.12,0.355,0.063
19,0.297,0.628,0.738,0.548,953.333,200.383,0.358,0.06
20,0.312,0.645,0.773,0.557,993.333,198.748,0.36,0.058
