,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.037,0.008,0.02,0.051,200.0,200.0,3.808,0.0,0.0
1,0.011,0.038,0.043,0.085,280.0,240.0,15.844,0.0,0.0
2,0.023,0.001,0.007,0.003,360.0,280.0,15.189,0.0,0.0
3,0.044,0.06,0.036,0.133,440.0,320.0,29.652,0.011,0.001
4,0.0,0.028,0.023,0.03,520.0,360.0,25.599,0.003,0.0
5,0.052,0.037,0.021,0.048,600.0,400.0,14.522,0.006,0.001
6,0.008,0.004,0.028,0.03,680.0,440.0,9.433,0.012,0.001
7,0.019,0.03,0.041,0.021,760.0,480.0,3.756,0.009,0.001
8,0.038,0.042,0.029,0.051,840.0,520.0,17.242,0.0,0.0
9,0.003,0.012,0.056,0.057,920.0,560.0,14.041,0.002,0.0
10,0.011,0.04,0.003,0.07,1000.0,600.0,7.747,0.006,0.001
11,0.002,0.002,0.015,0.006,1080.0,640.0,9.004,0.005,0.001
12,0.019,0.038,0.069,0.015,1160.0,680.0,7.177,0.005,0.001
13,0.028,0.004,0.012,0.015,1240.0,720.0,6.115,0.005,0.001
14,0.026,0.01,0.017,0.006,1320.0,760.0,5.778,0.002,0.001
15,0.029,0.027,0.001,0.045,1400.0,800.0,4.43,0.004,0.001
16,0.041,0.006,0.057,0.03,1480.0,840.0,5.058,0.005,0.001
17,0.013,0.007,0.011,0.021,1560.0,880.0,4.286,0.002,0.0
18,0.01,0.018,0.022,0.015,1636.0,918.0,2.893,0.003,0.0
19,0.012,0.008,0.016,0.003,1693.0,946.5,2.898,0.006,0.001
20,0.016,0.01,0.014,0.027,1741.0,970.5,11.285,0.004,0.001
