,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.321,0.517,0.466,0.583,200.0,200.0,114.878,0.245,0.097
1,0.289,0.536,0.619,0.479,280.0,240.0,128.662,0.257,0.095
2,0.29,0.571,0.611,0.536,360.0,280.0,131.548,0.297,0.091
3,0.286,0.602,0.649,0.573,440.0,320.0,147.067,0.315,0.087
4,0.317,0.597,0.691,0.526,520.0,360.0,153.574,0.333,0.083
5,0.297,0.625,0.683,0.577,600.0,400.0,148.387,0.356,0.077
6,0.29,0.632,0.662,0.607,680.0,440.0,149.528,0.362,0.073
7,0.265,0.629,0.676,0.588,760.0,480.0,153.915,0.364,0.069
8,0.277,0.662,0.715,0.618,840.0,520.0,164.917,0.367,0.065
9,0.277,0.654,0.73,0.596,920.0,560.0,164.821,0.364,0.061
10,0.267,0.653,0.719,0.6,1000.0,600.0,169.146,0.372,0.056
11,0.263,0.668,0.75,0.603,1080.0,640.0,173.292,0.379,0.05
12,0.288,0.686,0.753,0.63,1160.0,680.0,177.644,0.382,0.045
13,0.266,0.667,0.75,0.6,1240.0,720.0,178.323,0.384,0.04
14,0.295,0.661,0.759,0.585,1320.0,760.0,181.718,0.386,0.034
15,0.264,0.686,0.759,0.626,1400.0,800.0,183.516,0.386,0.029
16,0.237,0.675,0.739,0.624,1480.0,840.0,187.221,0.381,0.025
17,0.285,0.681,0.73,0.639,1560.0,880.0,188.859,0.377,0.021
18,0.249,0.694,0.784,0.622,1636.0,918.0,193.25,0.366,0.02
19,0.267,0.674,0.768,0.6,1693.0,946.5,197.19,0.361,0.018
20,0.256,0.69,0.763,0.63,1741.0,970.5,203.974,0.354,0.018
