,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.4,0.208,0.327,0.194,200.0,148.83,0.091,0.102
1,0.378,0.425,0.551,0.351,272.0,162.791,0.166,0.099
2,0.388,0.517,0.621,0.46,352.0,170.728,0.218,0.095
3,0.357,0.538,0.694,0.45,432.0,175.887,0.251,0.092
4,0.365,0.546,0.652,0.475,512.0,174.925,0.284,0.087
5,0.334,0.573,0.701,0.492,592.0,178.56,0.302,0.083
6,0.346,0.573,0.721,0.483,672.0,183.108,0.318,0.078
7,0.331,0.585,0.693,0.509,752.0,191.101,0.333,0.073
8,0.322,0.616,0.715,0.543,832.0,193.6,0.345,0.068
9,0.304,0.623,0.739,0.544,912.0,198.307,0.355,0.063
10,0.281,0.656,0.719,0.603,992.0,198.918,0.364,0.057
11,0.289,0.655,0.743,0.589,1072.0,204.616,0.367,0.053
12,0.266,0.668,0.744,0.607,1152.0,210.116,0.37,0.048
13,0.277,0.69,0.758,0.633,1232.0,211.018,0.373,0.042
14,0.285,0.668,0.758,0.598,1312.0,219.256,0.375,0.037
15,0.269,0.685,0.778,0.613,1392.0,220.37,0.375,0.033
16,0.277,0.685,0.781,0.612,1472.0,225.898,0.372,0.029
17,0.285,0.682,0.767,0.615,1546.8,230.302,0.367,0.026
18,0.275,0.686,0.779,0.614,1611.2,236.94,0.36,0.024
19,0.268,0.697,0.795,0.621,1661.2,244.171,0.355,0.023
20,0.253,0.704,0.779,0.642,1716.8,246.766,0.351,0.021
