,test_loss,test_f1,test_prec,test_recall,labeled_instances,train_positive_rate,pool_positive_rate,iteration_time
0,0.016,0.011,0.02,0.017,0.0,0.0,0.0,9.79
1,0.059,0.0,0.0,0.0,0.0,0.027,0.0,8.173
2,0.023,0.0,0.0,0.0,0.0,0.031,0.0,13.331
3,0.058,0.0,0.0,0.0,0.0,0.032,0.0,9.517
4,0.07,0.0,0.0,0.0,0.0,0.039,0.001,11.853
5,0.098,0.127,0.109,0.153,0.0,0.037,0.001,7.693
6,0.123,0.186,0.29,0.137,0.0,0.032,0.001,11.303
7,0.061,0.159,0.278,0.117,0.0,0.026,0.001,17.865
8,0.138,0.1,0.251,0.063,0.0,0.021,0.001,15.326
9,0.087,0.024,0.115,0.014,0.0,0.017,0.001,10.823
10,0.065,0.204,0.305,0.192,0.0,0.016,0.001,14.476
11,0.107,0.219,0.313,0.172,0.0,0.019,0.001,8.36
12,0.069,0.149,0.203,0.116,0.0,0.013,0.001,7.258
13,0.11,0.163,0.271,0.12,0.0,0.01,0.001,13.115
14,0.093,0.277,0.336,0.238,0.0,0.011,0.001,3.863
15,0.117,0.225,0.205,0.229,0.0,0.015,0.001,14.27
16,0.103,0.281,0.327,0.242,0.0,0.011,0.001,19.389
17,0.115,0.264,0.251,0.266,0.0,0.008,0.001,16.203
18,0.1,0.196,0.193,0.197,0.0,0.007,0.001,25.838
19,0.072,0.339,0.339,0.336,0.0,0.007,0.001,12.098
20,0.05,0.048,0.077,0.064,0.0,0.006,0.001,15.28
21,0.069,0.101,0.085,0.114,0.0,0.006,0.001,15.48
22,0.14,0.269,0.265,0.266,0.0,0.004,0.001,12.747
23,0.023,0.055,0.046,0.107,0.0,0.004,0.0,19.446
24,0.109,0.152,0.087,0.205,0.0,0.003,0.0,12.712
25,0.155,0.246,0.228,0.25,0.0,0.004,0.001,7.442
26,0.063,0.104,0.037,0.151,0.0,0.004,0.001,11.794
27,0.11,0.235,0.22,0.25,0.0,0.005,0.001,4.538
28,0.097,0.167,0.159,0.176,0.0,0.005,0.001,4.836
29,0.028,0.057,0.062,0.069,0.0,0.006,0.001,16.263
30,0.153,0.399,0.403,0.382,0.0,0.005,0.001,9.441
31,0.017,0.009,0.006,0.015,0.0,0.0,0.0,20.793
