,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.341,0.172,0.326,0.143,200.0,316.272,0.076,0.094
1,0.338,0.364,0.633,0.285,264.0,347.497,0.12,0.093
2,0.218,0.687,0.782,0.625,344.0,360.495,0.191,0.088
3,0.192,0.745,0.802,0.701,424.0,358.262,0.246,0.082
4,0.169,0.792,0.788,0.798,504.0,366.96,0.291,0.076
5,0.174,0.794,0.781,0.809,584.0,362.837,0.308,0.071
6,0.166,0.817,0.84,0.797,664.0,375.008,0.321,0.066
7,0.147,0.829,0.844,0.815,744.0,381.254,0.338,0.06
8,0.148,0.835,0.851,0.822,824.0,384.847,0.35,0.054
9,0.144,0.837,0.852,0.824,904.0,389.786,0.36,0.048
10,0.142,0.85,0.87,0.831,984.0,401.168,0.363,0.042
11,0.148,0.853,0.87,0.837,1064.0,399.554,0.369,0.036
12,0.139,0.851,0.856,0.847,1144.0,400.301,0.373,0.03
13,0.149,0.857,0.873,0.841,1224.0,419.378,0.374,0.024
14,0.136,0.869,0.882,0.856,1304.0,417.326,0.378,0.017
15,0.131,0.863,0.879,0.848,1384.0,419.48,0.383,0.01
16,0.129,0.867,0.889,0.846,1456.8,423.536,0.383,0.006
17,0.127,0.87,0.885,0.855,1506.0,428.194,0.372,0.006
18,0.135,0.87,0.892,0.85,1550.8,434.844,0.363,0.006
19,0.202,0.692,0.701,0.683,1596.0,439.092,0.353,0.005
20,0.125,0.877,0.897,0.859,1639.6,442.568,0.345,0.005
