,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.341,0.172,0.326,0.143,200.0,200.0,334.107,0.076,0.094
1,0.442,0.218,0.407,0.17,232.0,216.0,356.83,0.099,0.094
2,0.385,0.356,0.473,0.317,269.2,234.6,361.085,0.129,0.092
3,0.31,0.386,0.555,0.326,309.2,254.6,365.685,0.15,0.091
4,0.303,0.431,0.663,0.358,345.2,272.6,369.574,0.169,0.089
5,0.252,0.534,0.589,0.494,383.6,291.8,370.28,0.196,0.087
6,0.227,0.698,0.833,0.608,419.6,309.8,371.151,0.216,0.085
7,0.203,0.751,0.802,0.711,459.6,329.8,381.55,0.245,0.081
8,0.172,0.786,0.802,0.772,499.6,349.8,377.4,0.267,0.078
9,0.175,0.797,0.795,0.803,539.6,369.8,372.863,0.28,0.076
10,0.166,0.8,0.789,0.811,579.6,389.8,388.746,0.294,0.073
11,0.183,0.785,0.805,0.767,619.6,409.8,385.953,0.305,0.07
12,0.171,0.779,0.769,0.797,659.6,429.8,375.907,0.314,0.067
13,0.15,0.83,0.84,0.821,699.6,449.8,391.57,0.321,0.065
14,0.149,0.827,0.822,0.834,739.6,469.8,383.735,0.329,0.061
15,0.154,0.817,0.827,0.809,779.6,489.8,382.606,0.333,0.059
16,0.142,0.842,0.826,0.859,819.6,509.8,395.616,0.337,0.056
17,0.141,0.841,0.851,0.832,859.6,529.8,387.63,0.341,0.053
18,0.143,0.846,0.853,0.84,899.6,549.8,393.894,0.347,0.05
19,0.141,0.839,0.838,0.84,939.6,569.8,397.209,0.352,0.047
20,0.148,0.824,0.803,0.848,979.6,589.8,398.478,0.354,0.044
