,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.071,0.069,0.097,0.055,200.0,200.0,6.525,0.0,0.0
1,0.086,0.069,0.159,0.104,280.0,240.0,11.626,0.009,0.0
2,0.014,0.024,0.08,0.034,360.0,280.0,6.784,0.012,0.001
3,0.024,0.06,0.005,0.109,440.0,320.0,6.082,0.017,0.001
4,0.013,0.013,0.077,0.055,520.0,360.0,5.641,0.018,0.002
5,0.071,0.098,0.158,0.038,600.0,400.0,3.989,0.021,0.002
6,0.03,0.04,0.093,0.033,680.0,440.0,1.84,0.03,0.004
7,0.006,0.016,0.009,0.03,760.0,480.0,8.413,0.019,0.003
8,0.014,0.021,0.021,0.033,840.0,520.0,9.949,0.014,0.002
9,0.011,0.029,0.025,0.033,920.0,560.0,11.482,0.01,0.002
10,0.01,0.015,0.05,0.021,1000.0,600.0,13.308,0.011,0.002
11,0.016,0.022,0.023,0.034,1080.0,640.0,14.015,0.013,0.003
12,0.018,0.027,0.056,0.005,1160.0,680.0,9.867,0.011,0.002
13,0.006,0.02,0.037,0.015,1240.0,720.0,9.531,0.008,0.002
14,0.01,0.01,0.016,0.026,1314.0,757.0,6.087,0.005,0.001
15,0.012,0.013,0.037,0.009,1360.667,780.333,12.593,0.003,0.001
16,0.009,0.002,0.011,0.011,1412.667,806.333,13.247,0.004,0.001
17,0.01,0.003,0.024,0.019,1460.0,830.0,4.104,0.005,0.001
18,0.01,0.02,0.044,0.012,1502.667,851.333,10.403,0.004,0.001
19,0.009,0.023,0.033,0.024,1546.0,873.0,9.904,0.004,0.001
20,0.005,0.01,0.019,0.009,1594.667,897.333,9.26,0.003,0.001
