,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.328,0.258,0.356,0.223,200.0,200.0,348.745,0.083,0.094
1,0.359,0.234,0.395,0.169,266.667,233.333,381.486,0.129,0.092
2,0.231,0.66,0.815,0.554,333.333,266.667,390.638,0.173,0.089
3,0.206,0.699,0.788,0.632,413.333,306.667,394.464,0.245,0.083
4,0.167,0.786,0.805,0.772,493.333,346.667,406.624,0.284,0.077
5,0.146,0.823,0.831,0.815,573.333,386.667,400.246,0.313,0.071
6,0.153,0.822,0.849,0.796,653.333,426.667,405.772,0.329,0.066
7,0.136,0.85,0.856,0.845,733.333,466.667,407.092,0.343,0.06
8,0.155,0.817,0.818,0.819,813.333,506.667,418.366,0.35,0.055
9,0.15,0.842,0.879,0.81,893.333,546.667,423.831,0.355,0.049
10,0.146,0.843,0.865,0.822,973.333,586.667,427.932,0.366,0.042
11,0.155,0.819,0.806,0.836,1053.333,626.667,423.786,0.37,0.037
12,0.137,0.864,0.885,0.845,1133.333,666.667,421.339,0.372,0.031
13,0.134,0.864,0.874,0.853,1213.333,706.667,437.259,0.379,0.024
14,0.136,0.856,0.858,0.855,1293.333,746.667,449.716,0.378,0.018
15,0.134,0.861,0.89,0.834,1373.333,786.667,445.9,0.38,0.012
16,0.136,0.872,0.878,0.867,1447.333,823.667,456.417,0.377,0.008
17,0.129,0.869,0.878,0.86,1502.667,851.333,459.855,0.369,0.007
18,0.139,0.862,0.879,0.846,1554.667,877.333,474.885,0.358,0.007
19,0.124,0.868,0.898,0.839,1602.667,901.333,470.193,0.35,0.006
20,0.123,0.866,0.887,0.846,1648.0,924.0,465.012,0.341,0.006
