,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.161,0.916,0.909,0.926,200,288.501,0.254,0.225
1,0.135,0.933,0.934,0.933,240,307.136,0.292,0.096
2,0.128,0.929,0.933,0.926,268,293.76,0.291,0.0
3,0.122,0.937,0.941,0.933,288,292.015,0.271,0.0
