,f1,precision,recall,times
0,0.0627450980392157,0.38095238095238093,0.03418803418803419,0.0
1,0.06870229007633587,0.32142857142857145,0.038461538461538464,0.23986363410949707
2,0.14134275618374556,0.40816326530612246,0.08547008547008547,0.24494147300720215
3,0.08301886792452831,0.3548387096774194,0.04700854700854701,0.2637310028076172
4,0.08270676691729323,0.34375,0.04700854700854701,0.2512037754058838
5,0.050724637681159424,0.16666666666666666,0.029914529914529916,0.25243663787841797
6,0.05904059040590407,0.21621621621621623,0.03418803418803419,0.2473607063293457
7,0.04651162790697674,0.25,0.02564102564102564,0.24845385551452637
8,0.0326530612244898,0.36363636363636365,0.017094017094017096,0.2505185604095459
9,0.015936254980079684,0.11764705882352941,0.008547008547008548,0.2611992359161377
10,0.016129032258064516,0.14285714285714285,0.008547008547008548,0.2532474994659424
11,0.03937007874015749,0.25,0.021367521367521368,0.27185535430908203
12,0.03225806451612903,0.2857142857142857,0.017094017094017096,0.2566382884979248
13,0.008333333333333333,0.16666666666666666,0.004273504273504274,0.257641077041626
14,0.008403361344537816,0.25,0.004273504273504274,0.2515404224395752
15,0.008403361344537816,0.25,0.004273504273504274,0.2547032833099365
16,0.0,0.0,0.0,0.25592613220214844
17,0.0,0.0,0.0,0.2538301944732666
18,0.016666666666666666,0.3333333333333333,0.008547008547008548,0.25710630416870117
19,0.008403361344537816,0.25,0.004273504273504274,0.2724940776824951
20,0.0,0.0,0.0,0.25667881965637207
21,0.0,0.0,0.0,0.25670480728149414
22,0.0,0.0,0.0,0.25303149223327637
23,0.0,0.0,0.0,0.256481409072876
24,0.0,0.0,0.0,0.27565479278564453
25,0.0,0.0,0.0,0.2767002582550049
26,0.0,0.0,0.0,0.26881957054138184
27,0.0,0.0,0.0,0.2542266845703125
28,0.0,0.0,0.0,0.26132631301879883
29,0.0,0.0,0.0,0.25443577766418457
30,0.0,0.0,0.0,0.2531449794769287
31,0.008368200836820083,0.2,0.004273504273504274,0.25829291343688965
32,0.0,0.0,0.0,0.2604250907897949
33,0.008333333333333333,0.16666666666666666,0.004273504273504274,0.2588953971862793
34,0.008403361344537816,0.25,0.004273504273504274,0.32072973251342773
35,0.008403361344537816,0.25,0.004273504273504274,0.28612303733825684
36,0.0,0.0,0.0,0.2565441131591797
37,0.0,0.0,0.0,0.2606546878814697
38,0.008438818565400845,0.3333333333333333,0.004273504273504274,0.25974178314208984
39,0.0,0.0,0.0,0.2747304439544678
40,0.0,0.0,0.0,0.25624608993530273
41,0.0,0.0,0.0,0.2823491096496582
42,0.0,0.0,0.0,0.26242899894714355
43,0.008403361344537816,0.25,0.004273504273504274,0.2561523914337158
44,0.008403361344537816,0.25,0.004273504273504274,0.26319456100463867
45,0.008474576271186442,0.5,0.004273504273504274,0.25895023345947266
46,0.02521008403361345,0.75,0.01282051282051282,0.2601022720336914
47,0.008474576271186442,0.5,0.004273504273504274,0.2619020938873291
48,0.008438818565400845,0.3333333333333333,0.004273504273504274,0.26338672637939453
49,0.008474576271186442,0.5,0.004273504273504274,0.28510308265686035
50,0.008474576271186442,0.5,0.004273504273504274,0.2912027835845947
51,0.008474576271186442,0.5,0.004273504273504274,0.2700650691986084
52,0.008474576271186442,0.5,0.004273504273504274,0.2619614601135254
53,0.008474576271186442,0.5,0.004273504273504274,0.2627065181732178
54,0.008474576271186442,0.5,0.004273504273504274,0.2681453227996826
55,0.016806722689075633,0.5,0.008547008547008548,0.26273584365844727
56,0.025,0.5,0.01282051282051282,0.2742650508880615
57,0.016736401673640166,0.4,0.008547008547008548,0.26122546195983887
58,0.025,0.5,0.01282051282051282,0.2627279758453369
59,0.016806722689075633,0.5,0.008547008547008548,0.25893640518188477
60,0.01687763713080169,0.6666666666666666,0.008547008547008548,0.2541208267211914
61,0.0721311475409836,0.15492957746478872,0.04700854700854701,0.26291990280151367
62,0.23948220064724923,0.49333333333333335,0.1581196581196581,0.2769002914428711
63,0.016666666666666666,0.3333333333333333,0.008547008547008548,0.25993871688842773
64,0.016736401673640166,0.4,0.008547008547008548,0.279116153717041
65,0.016736401673640166,0.4,0.008547008547008548,0.26605224609375
66,0.025,0.5,0.01282051282051282,0.2626054286956787
67,0.025104602510460254,0.6,0.01282051282051282,0.2620432376861572
68,0.025104602510460254,0.6,0.01282051282051282,0.26068115234375
69,0.016666666666666666,0.3333333333333333,0.008547008547008548,0.2727515697479248
70,0.016736401673640166,0.4,0.008547008547008548,0.2600889205932617
71,0.03319502074688797,0.5714285714285714,0.017094017094017096,0.28092312812805176
72,0.2550335570469799,0.59375,0.1623931623931624,0.2773621082305908
73,0.25,0.7608695652173914,0.14957264957264957,0.2688312530517578
74,0.31545741324921134,0.6024096385542169,0.21367521367521367,0.2683255672454834
75,0.2689655172413793,0.6964285714285714,0.16666666666666666,0.2650606632232666
76,0.2960526315789474,0.6428571428571429,0.19230769230769232,0.2609076499938965
