,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.028,0.231,0.321,0.223,200.0,11.409,0.008,0.0
1,0.115,0.271,0.208,0.261,266.667,12.711,0.025,0.001
2,0.025,0.055,0.086,0.053,346.667,13.844,0.04,0.003
3,0.017,0.002,0.064,0.058,426.667,17.224,0.037,0.003
4,0.025,0.008,0.03,0.023,506.667,3.309,0.026,0.003
5,0.016,0.017,0.042,0.026,586.667,7.151,0.026,0.004
6,0.024,0.023,0.018,0.05,666.667,8.899,0.027,0.004
7,0.019,0.038,0.038,0.039,746.667,9.782,0.023,0.004
8,0.012,0.013,0.036,0.049,826.667,7.549,0.025,0.005
9,0.002,0.005,0.026,0.017,906.667,12.316,0.014,0.003
10,0.015,0.027,0.047,0.009,986.667,19.832,0.014,0.003
