,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.5568631291389465,0.04255319148936171,0.1724137931034483,0.024271844660194174,200,159.7551395893097
1,0.5583874583244324,0.02643171806167401,0.14285714285714285,0.014563106796116505,240,172.09321284294128
2,0.4984923303127289,0.037037037037037035,0.4,0.019417475728155338,280,187.91931915283203
3,0.451680451631546,0.0881057268722467,0.47619047619047616,0.04854368932038835,320,179.99173545837402
4,0.5058233737945557,0.11158798283261802,0.48148148148148145,0.06310679611650485,360,179.63425016403198
5,0.4980803430080414,0.21686746987951808,0.627906976744186,0.13106796116504854,400,190.96357917785645
6,0.43914151191711426,0.33457249070631967,0.7142857142857143,0.21844660194174756,440,186.69228196144104
7,0.3866489827632904,0.4651162790697675,0.7368421052631579,0.33980582524271846,480,184.42226028442383
8,0.4083345830440521,0.4248366013071896,0.65,0.3155339805825243,520,197.07129383087158
9,0.3740604519844055,0.45079365079365086,0.6513761467889908,0.3446601941747573,560,188.8500213623047
10,0.3577464818954468,0.5096774193548387,0.7596153846153846,0.38349514563106796,600,199.60742712020874
11,0.35514527559280396,0.5015479876160991,0.6923076923076923,0.3932038834951456,640,192.02779746055603
12,0.2919083535671234,0.6539509536784741,0.7453416149068323,0.5825242718446602,680,192.54727435112
13,0.30658143758773804,0.6264367816091954,0.7676056338028169,0.529126213592233,720,204.6605739593506
14,0.29507339000701904,0.6326530612244897,0.6666666666666666,0.6019417475728155,760,202.41285395622253
15,0.25008225440979004,0.650137741046832,0.7515923566878981,0.5728155339805825,800,199.05601716041565
16,0.22475506365299225,0.756476683937824,0.8111111111111111,0.7087378640776699,840,199.09695982933044
17,0.21804921329021454,0.7360000000000001,0.8165680473372781,0.6699029126213593,880,207.2307243347168
18,0.23706461489200592,0.6822916666666666,0.7359550561797753,0.6359223300970874,920,207.73258519172668
19,0.2044958770275116,0.7676240208877285,0.8305084745762712,0.7135922330097088,960,204.46003580093384
20,0.20462173223495483,0.7649999999999999,0.788659793814433,0.7427184466019418,1000,219.2287302017212
