,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.1814975142478943,0.8589191774270684,0.8795298726738492,0.8392523364485981,200,225.09621119499207
1,0.185266375541687,0.8679788766202592,0.8923988153998026,0.8448598130841122,240,264.236643075943
2,0.13755400478839874,0.9092575618698442,0.8920863309352518,0.9271028037383178,280,263.960746049881
3,0.15125823020935059,0.9022082018927445,0.8711923411662315,0.9355140186915888,320,268.60557675361633
4,0.11973054707050323,0.9110907424381302,0.8938848920863309,0.9289719626168225,360,256.23409700393677
5,0.14016717672348022,0.9187935034802784,0.9124423963133641,0.9252336448598131,400,260.42347025871277
6,0.12943856418132782,0.914605692953803,0.9133271202236719,0.9158878504672897,440,264.1601278781891
7,0.14585646986961365,0.9085027726432533,0.8985374771480804,0.9186915887850468,480,262.26972913742065
8,0.12716513872146606,0.9202226345083488,0.9134438305709024,0.9271028037383178,520,270.3385183811188
9,0.11367212235927582,0.926829268292683,0.9129646418857661,0.9411214953271028,560,276.49356961250305
10,0.12771430611610413,0.9240801117838845,0.9210770659238626,0.9271028037383178,600,280.34248089790344
11,0.12368615716695786,0.9232954545454546,0.935700575815739,0.9112149532710281,640,287.6692478656769
12,0.12947899103164673,0.9253731343283583,0.9236499068901304,0.9271028037383178,680,273.8392572402954
13,0.10962556302547455,0.9310187300137049,0.9106344950848972,0.9523364485981308,720,277.1949586868286
14,0.11744982749223709,0.9234404536862004,0.9340344168260039,0.9130841121495327,760,292.1050636768341
15,0.10997585952281952,0.9271958666040395,0.9320113314447592,0.922429906542056,800,291.82348442077637
16,0.12246948480606079,0.9286047596826879,0.9273066169617894,0.9299065420560748,840,280.9072141647339
17,0.11131220310926437,0.933579335793358,0.9216757741347905,0.9457943925233645,880,284.07324266433716
18,0.10896752774715424,0.9332096474953617,0.9263351749539595,0.9401869158878504,920,293.5060303211212
19,0.1055247038602829,0.9289667896678966,0.9171220400728597,0.9411214953271028,960,304.39390420913696
20,0.1089220717549324,0.9293023255813954,0.925,0.9336448598130841,1000,308.83888125419617
