,f1,precision,recall,times
0,0.9054197662061636,0.8571428571428571,0.9594594594594594,0.0
1,0.9040511727078892,0.8582995951417004,0.954954954954955,0.23277902603149414
2,0.9063829787234042,0.8588709677419355,0.9594594594594594,0.24291253089904785
3,0.9046610169491526,0.854,0.9617117117117117,0.2531282901763916
4,0.9094693028095735,0.8452611218568665,0.9842342342342343,0.24908161163330078
5,0.9100418410041841,0.849609375,0.9797297297297297,0.25452566146850586
6,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.24437928199768066
7,0.9090909090909091,0.847953216374269,0.9797297297297297,0.26386189460754395
8,0.9089005235602095,0.8493150684931506,0.9774774774774775,0.25379323959350586
9,0.9121338912133892,0.8515625,0.9819819819819819,0.25093793869018555
10,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.24670171737670898
11,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.25313472747802734
12,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.2534337043762207
13,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.2581455707550049
14,0.9098532494758909,0.8509803921568627,0.9774774774774775,0.25197911262512207
15,0.9100418410041841,0.849609375,0.9797297297297297,0.2713897228240967
16,0.9100418410041841,0.849609375,0.9797297297297297,0.26773619651794434
17,0.9100418410041841,0.849609375,0.9797297297297297,0.25519371032714844
18,0.9100418410041841,0.849609375,0.9797297297297297,0.25528764724731445
19,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.2563962936401367
20,0.9109947643979058,0.8512720156555773,0.9797297297297297,0.26254725456237793
21,0.9085173501577287,0.8520710059171598,0.972972972972973,0.2567465305328369
22,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.25365614891052246
23,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.270843505859375
24,0.9108079748163694,0.8526522593320236,0.9774774774774775,0.28081297874450684
25,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.25873494148254395
26,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.2534000873565674
27,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.2631340026855469
28,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.2745535373687744
29,0.911764705882353,0.8543307086614174,0.9774774774774775,0.2572026252746582
30,0.9127234490010515,0.8560157790927022,0.9774774774774775,0.2742948532104492
31,0.911764705882353,0.8543307086614174,0.9774774774774775,0.26279115676879883
32,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.26035499572753906
33,0.9138655462184875,0.8562992125984252,0.9797297297297297,0.25977611541748047
34,0.9098532494758909,0.8509803921568627,0.9774774774774775,0.26739025115966797
35,0.9130890052356021,0.8532289628180039,0.9819819819819819,0.2627592086791992
36,0.9096638655462185,0.8523622047244095,0.9752252252252253,0.2681407928466797
37,0.9108079748163694,0.8526522593320236,0.9774774774774775,0.2579808235168457
38,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.28602004051208496
39,0.9130890052356021,0.8532289628180039,0.9819819819819819,0.2611722946166992
40,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.2574920654296875
41,0.9142259414225942,0.853515625,0.9842342342342343,0.2590596675872803
42,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.2617037296295166
43,0.9142259414225942,0.853515625,0.9842342342342343,0.2724030017852783
44,0.9142259414225942,0.853515625,0.9842342342342343,0.26178741455078125
45,0.9130890052356021,0.8532289628180039,0.9819819819819819,0.2881460189819336
46,0.9142259414225942,0.853515625,0.9842342342342343,0.26433610916137695
47,0.9142259414225942,0.853515625,0.9842342342342343,0.2613701820373535
48,0.9163179916317993,0.85546875,0.9864864864864865,0.26064634323120117
49,0.9174503657262278,0.8557504873294347,0.9887387387387387,0.26252150535583496
50,0.9155370177267987,0.8524271844660194,0.9887387387387387,0.2588682174682617
51,0.9163179916317993,0.85546875,0.9864864864864865,0.2620420455932617
52,0.9163179916317993,0.85546875,0.9864864864864865,0.2593414783477783
53,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.2853238582611084
54,0.9142259414225942,0.853515625,0.9842342342342343,0.2597372531890869
55,0.9163179916317993,0.85546875,0.9864864864864865,0.2659475803375244
56,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.2693204879760742
57,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.26288676261901855
58,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.27480244636535645
59,0.9119496855345911,0.8529411764705882,0.9797297297297297,0.25888752937316895
60,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.282545804977417
61,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.26769161224365234
62,0.9108079748163694,0.8526522593320236,0.9774774774774775,0.26315927505493164
63,0.9130890052356021,0.8532289628180039,0.9819819819819819,0.26000499725341797
64,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.2603724002838135
65,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.307297945022583
66,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.27279067039489746
67,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.2618141174316406
68,0.9129066107030429,0.8546168958742633,0.9797297297297297,0.32524967193603516
69,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.3409698009490967
70,0.9140461215932913,0.8549019607843137,0.9819819819819819,0.2742338180541992
71,0.9169295478443743,0.8599605522682445,0.9819819819819819,0.2576167583465576
72,0.9177215189873418,0.8630952380952381,0.9797297297297297,0.26309633255004883
73,0.916754478398314,0.8613861386138614,0.9797297297297297,0.2668416500091553
74,0.9177215189873418,0.8630952380952381,0.9797297297297297,0.2643857002258301
75,0.9177215189873418,0.8630952380952381,0.9797297297297297,0.27791857719421387
76,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2874009609222412
77,0.9177215189873418,0.8630952380952381,0.9797297297297297,0.2623567581176758
78,0.9177215189873418,0.8630952380952381,0.9797297297297297,0.26198840141296387
79,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2621581554412842
80,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26913952827453613
81,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26310062408447266
82,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2863337993621826
83,0.9154334038054969,0.8625498007968128,0.9752252252252253,0.26441264152526855
84,0.9154334038054969,0.8625498007968128,0.9752252252252253,0.2639126777648926
85,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.25906825065612793
86,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2632462978363037
87,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.26578569412231445
88,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.2662036418914795
89,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.26111340522766113
90,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.27962231636047363
91,0.916754478398314,0.8613861386138614,0.9797297297297297,0.26542043685913086
92,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.2676205635070801
93,0.9156118143459916,0.8611111111111112,0.9774774774774775,0.2721538543701172
94,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2668280601501465
95,0.9186906019007391,0.8648111332007953,0.9797297297297297,0.26923608779907227
96,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.26459431648254395
97,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.2750098705291748
98,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.2667696475982666
99,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26537179946899414
100,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.26276612281799316
101,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.26668238639831543
102,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.28234148025512695
103,0.9175475687103593,0.8645418326693227,0.9774774774774775,0.272813081741333
104,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.28836679458618164
105,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.27162647247314453
106,0.914466737064414,0.8608349900596421,0.9752252252252253,0.2739102840423584
107,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26252150535583496
108,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2676198482513428
109,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26993632316589355
110,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2726318836212158
111,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.26978516578674316
112,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.29538512229919434
113,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2898249626159668
114,0.9165786694825765,0.8628230616302187,0.9774774774774775,0.2659313678741455
