,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.32,0.497,0.605,0.435,200.0,200.0,390.372,0.103,0.107
1,0.297,0.654,0.763,0.573,280.0,240.0,438.478,0.192,0.103
2,0.221,0.747,0.837,0.678,360.0,280.0,444.287,0.257,0.097
3,0.178,0.81,0.865,0.762,440.0,320.0,447.254,0.308,0.091
4,0.148,0.843,0.867,0.822,520.0,360.0,457.811,0.335,0.085
5,0.149,0.848,0.874,0.828,600.0,400.0,461.99,0.352,0.079
6,0.144,0.866,0.898,0.837,680.0,440.0,461.938,0.366,0.072
7,0.132,0.87,0.921,0.825,760.0,480.0,471.158,0.377,0.066
8,0.118,0.881,0.929,0.838,840.0,520.0,476.825,0.392,0.058
9,0.105,0.884,0.911,0.859,920.0,560.0,484.649,0.399,0.052
10,0.099,0.901,0.934,0.871,1000.0,600.0,487.692,0.405,0.044
11,0.113,0.895,0.935,0.859,1080.0,640.0,504.336,0.412,0.037
12,0.108,0.894,0.931,0.861,1160.0,680.0,503.73,0.416,0.029
13,0.106,0.901,0.933,0.872,1240.0,720.0,514.889,0.419,0.021
14,0.1,0.898,0.913,0.883,1320.0,760.0,515.53,0.424,0.013
15,0.091,0.908,0.931,0.887,1389.333,794.667,526.276,0.424,0.006
16,0.099,0.901,0.924,0.88,1440.667,820.333,534.704,0.416,0.005
17,0.093,0.899,0.916,0.883,1486.0,843.0,538.605,0.405,0.004
18,0.096,0.904,0.921,0.888,1530.0,865.0,538.217,0.394,0.004
19,0.098,0.906,0.932,0.882,1572.667,886.333,535.557,0.383,0.004
20,0.094,0.898,0.914,0.882,1614.667,907.333,547.26,0.374,0.004
