,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,positive_rate
0,0.4058544337749481,0.1444866920152091,0.2714285714285714,0.09844559585492228,200,249.78347420692444,0.115
1,0.2538435161113739,0.6748166259168704,0.6388888888888888,0.7150259067357513,240,251.55124759674072,0.14166666666666666
2,0.38163504004478455,0.48427672955974843,0.616,0.39896373056994816,280,254.34816646575928,0.16428571428571428
3,0.3312569558620453,0.5802197802197802,0.5038167938931297,0.6839378238341969,320,269.31892466545105,0.1875
4,0.2882528007030487,0.6021505376344086,0.5147058823529411,0.7253886010362695,360,260.3680636882782,0.20555555555555555
5,0.20945504307746887,0.7222222222222222,0.7784431137724551,0.6735751295336787,400,256.9565727710724,0.215
6,0.261606901884079,0.7264367816091953,0.6528925619834711,0.8186528497409327,440,253.85910272598267,0.25227272727272726
7,0.22520512342453003,0.7506426735218509,0.7448979591836735,0.7564766839378239,480,272.23281502723694,0.25625
8,0.18510815501213074,0.7834549878345499,0.7385321100917431,0.8341968911917098,520,273.71758556365967,0.2692307692307692
9,0.23505714535713196,0.6956521739130435,0.7894736842105263,0.6217616580310881,560,270.09303307533264,0.2857142857142857
10,0.16358059644699097,0.7928388746803069,0.7828282828282829,0.8031088082901554,600,269.59324502944946,0.3016666666666667
11,0.1440095603466034,0.8304668304668306,0.7897196261682243,0.8756476683937824,640,266.58401346206665,0.3140625
12,0.17048387229442596,0.8144329896907216,0.8102564102564103,0.8186528497409327,680,285.5583097934723,0.3176470588235294
13,0.14885298907756805,0.8241469816272966,0.8351063829787234,0.8134715025906736,720,293.2460935115814,0.3277777777777778
14,0.1269904524087906,0.8571428571428572,0.8756756756756757,0.8393782383419689,760,291.0425658226013,0.33421052631578946
15,0.18151891231536865,0.8069306930693069,0.7725118483412322,0.844559585492228,800,280.11932134628296,0.335
16,0.14502540230751038,0.8062827225130891,0.8148148148148148,0.7979274611398963,840,280.75957202911377,0.3392857142857143
17,0.12526574730873108,0.8556701030927835,0.8512820512820513,0.8601036269430051,880,281.033433675766,0.3443181818181818
18,0.12997707724571228,0.8513853904282116,0.8284313725490197,0.8756476683937824,920,282.716557264328,0.34891304347826085
19,0.14490728080272675,0.8359788359788362,0.8540540540540541,0.8186528497409327,960,304.0441162586212,0.3489583333333333
20,0.14280493557453156,0.8548387096774193,0.888268156424581,0.8238341968911918,1000,302.2375338077545,0.352
21,0.12778238952159882,0.870712401055409,0.8870967741935484,0.8549222797927462,1040,299.89918637275696,0.3576923076923077
22,0.12124074250459671,0.8594164456233422,0.8804347826086957,0.8393782383419689,1080,295.4841556549072,0.36018518518518516
23,0.13653138279914856,0.8548387096774193,0.888268156424581,0.8238341968911918,1120,301.22540044784546,0.36339285714285713
24,0.14129804074764252,0.8563685636856369,0.8977272727272727,0.8186528497409327,1160,299.592999458313,0.36551724137931035
25,0.1352982223033905,0.8616187989556136,0.868421052631579,0.8549222797927462,1200,300.02584767341614,0.36833333333333335
26,0.13747917115688324,0.8534704370179949,0.8469387755102041,0.8601036269430051,1240,314.6629595756531,0.36935483870967745
27,0.14444948732852936,0.8571428571428572,0.8756756756756757,0.8393782383419689,1280,314.10609912872314,0.3671875
28,0.13189658522605896,0.8594164456233422,0.8804347826086957,0.8393782383419689,1320,313.4025866985321,0.36666666666666664
29,0.13911797106266022,0.8526315789473684,0.8663101604278075,0.8393782383419689,1360,323.83437490463257,0.3683823529411765
30,0.15339075028896332,0.8445595854922279,0.844559585492228,0.844559585492228,1400,317.9676470756531,0.36857142857142855
31,0.13657912611961365,0.8720626631853785,0.8789473684210526,0.8652849740932642,1440,314.7571949958801,0.36666666666666664
32,0.11418408155441284,0.875,0.8795811518324608,0.8704663212435233,1480,316.7455277442932,0.3689189189189189
33,0.11878109723329544,0.8817204301075269,0.9162011173184358,0.8497409326424871,1508,315.59334802627563,0.36538461538461536
34,0.11087729036808014,0.896551724137931,0.9184782608695652,0.8756476683937824,1530,317.1305079460144,0.3607843137254902
35,0.10913894325494766,0.88,0.9065934065934066,0.8549222797927462,1550,324.8088846206665,0.3574193548387097
36,0.12223563343286514,0.8623376623376622,0.8645833333333334,0.8601036269430051,1574,324.1006073951721,0.3526048284625159
37,0.13893146812915802,0.8793565683646112,0.9111111111111111,0.8497409326424871,1600,328.8493347167969,0.346875
38,0.11367281526327133,0.8847184986595175,0.9166666666666666,0.8549222797927462,1620,330.5155339241028,0.3425925925925926
39,0.13971251249313354,0.8702702702702703,0.9096045197740112,0.8341968911917098,1642,335.114727973938,0.3386114494518879
40,0.10783711075782776,0.8829787234042553,0.907103825136612,0.8601036269430051,1662,337.3875775337219,0.3351383874849579
41,0.11678396165370941,0.8654353562005278,0.8817204301075269,0.8497409326424871,1682,345.4149031639099,0.33115338882282996
42,0.1412721425294876,0.868421052631579,0.8823529411764706,0.8549222797927462,1704,343.11266803741455,0.3268779342723005
43,0.12787115573883057,0.8806366047745358,0.9021739130434783,0.8601036269430051,1726,350.9687731266022,0.3227114716106605
44,0.12284963577985764,0.8795811518324607,0.8888888888888888,0.8704663212435233,1746,344.9920084476471,0.3190148911798396
45,0.12744399905204773,0.8806366047745358,0.9021739130434783,0.8601036269430051,1768,347.95148062705994,0.31504524886877827
