,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.051,0.124,0.048,0.17,200.0,200.0,9.457,0.0,0.0
1,0.034,0.034,0.008,0.06,280.0,240.0,4.004,0.015,0.001
2,0.009,0.011,0.002,0.02,360.0,280.0,8.085,0.011,0.001
3,0.01,0.005,0.009,0.019,440.0,320.0,13.501,0.009,0.001
4,0.017,0.01,0.009,0.024,520.0,360.0,10.024,0.012,0.001
5,0.019,0.035,0.048,0.03,600.0,400.0,7.309,0.008,0.001
6,0.021,0.02,0.036,0.046,680.0,440.0,12.077,0.009,0.001
7,0.008,0.008,0.029,0.01,760.0,480.0,13.071,0.007,0.001
8,0.014,0.01,0.008,0.022,840.0,520.0,12.456,0.014,0.002
9,0.008,0.014,0.017,0.034,920.0,560.0,2.159,0.015,0.003
10,0.019,0.009,0.013,0.027,1000.0,600.0,5.216,0.008,0.002
11,0.005,0.009,0.013,0.017,1080.0,640.0,6.888,0.006,0.001
12,0.004,0.015,0.007,0.022,1160.0,680.0,4.504,0.005,0.001
13,0.011,0.002,0.006,0.01,1240.0,720.0,1.729,0.004,0.001
14,0.016,0.014,0.024,0.005,1320.0,760.0,10.988,0.005,0.0
15,0.014,0.008,0.012,0.015,1362.667,781.333,3.361,0.004,0.0
16,0.006,0.01,0.016,0.02,1404.0,802.0,3.093,0.003,0.0
17,0.009,0.011,0.034,0.01,1446.0,823.0,15.048,0.005,0.001
18,0.011,0.005,0.023,0.027,1488.0,844.0,7.342,0.003,0.001
19,0.013,0.006,0.02,0.012,1530.0,865.0,2.071,0.003,0.001
20,0.002,0.012,0.013,0.025,1572.667,886.333,8.992,0.002,0.0
