,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.347,0.511,0.479,0.547,200,200,112.95,0.245,0.097
1,0.282,0.509,0.649,0.419,280,240,122.715,0.257,0.095
2,0.273,0.572,0.616,0.534,360,280,126.55,0.297,0.091
3,0.317,0.56,0.675,0.479,440,320,138.439,0.307,0.088
4,0.317,0.577,0.674,0.504,520,360,139.862,0.335,0.083
5,0.334,0.599,0.668,0.543,600,400,141.397,0.36,0.077
6,0.296,0.63,0.682,0.585,680,440,148.163,0.371,0.072
7,0.278,0.608,0.647,0.573,760,480,160.286,0.371,0.068
8,0.303,0.633,0.694,0.581,840,520,157.984,0.367,0.065
9,0.275,0.645,0.769,0.556,920,560,166.929,0.363,0.061
10,0.259,0.682,0.717,0.65,1000,600,171.953,0.376,0.055
11,0.262,0.667,0.74,0.607,1080,640,180.737,0.382,0.049
12,0.302,0.659,0.704,0.62,1160,680,181.477,0.385,0.044
13,0.247,0.67,0.741,0.611,1240,720,184.546,0.387,0.039
14,0.313,0.668,0.771,0.59,1320,760,188.897,0.387,0.034
15,0.284,0.667,0.76,0.594,1400,800,198.36,0.389,0.028
16,0.208,0.671,0.699,0.645,1480,840,195.12,0.384,0.024
17,0.294,0.686,0.722,0.654,1560,880,197.421,0.375,0.022
18,0.257,0.681,0.769,0.611,1636,918,209.099,0.364,0.02
19,0.259,0.668,0.757,0.598,1690,945,213.807,0.357,0.019
20,0.268,0.683,0.773,0.611,1732,966,213.538,0.351,0.018
