,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.429,0.196,0.159,0.254,200.0,200.0,111.548,0.1,0.102
1,0.403,0.455,0.45,0.464,260.0,230.0,123.24,0.158,0.099
2,0.382,0.527,0.511,0.543,340.0,270.0,126.327,0.193,0.097
3,0.328,0.582,0.596,0.575,420.0,310.0,128.021,0.222,0.094
4,0.35,0.571,0.62,0.53,500.0,350.0,131.053,0.257,0.09
5,0.292,0.566,0.614,0.526,580.0,390.0,192.845,0.268,0.086
6,0.337,0.603,0.657,0.558,660.0,430.0,142.263,0.278,0.083
7,0.292,0.63,0.651,0.611,740.0,470.0,142.053,0.296,0.078
8,0.332,0.604,0.656,0.56,820.0,510.0,145.562,0.303,0.074
9,0.32,0.653,0.734,0.59,900.0,550.0,151.27,0.31,0.07
10,0.281,0.678,0.75,0.62,980.0,590.0,154.966,0.323,0.065
11,0.261,0.678,0.756,0.615,1060.0,630.0,155.516,0.334,0.059
12,0.283,0.673,0.721,0.632,1140.0,670.0,161.957,0.343,0.054
13,0.261,0.697,0.767,0.639,1220.0,710.0,169.681,0.348,0.048
14,0.242,0.72,0.75,0.692,1300.0,750.0,172.765,0.354,0.043
15,0.241,0.698,0.754,0.65,1380.0,790.0,175.812,0.358,0.037
16,0.268,0.676,0.756,0.611,1460.0,830.0,176.638,0.36,0.032
17,0.263,0.696,0.78,0.628,1540.0,870.0,179.12,0.36,0.027
18,0.271,0.687,0.8,0.603,1620.0,910.0,184.705,0.361,0.023
19,0.237,0.709,0.765,0.66,1689.0,944.5,188.216,0.355,0.021
20,0.226,0.704,0.768,0.65,1751.0,975.5,189.953,0.349,0.02
