,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.04979866370558739,0.9702315325248071,0.9503239740820735,0.990990990990991,500,193.94249367713928
1,0.02958018332719803,0.9764837625979844,0.9710467706013363,0.9819819819819819,540,217.65218687057495
2,0.02824181318283081,0.9810479375696767,0.9713024282560706,0.990990990990991,580,220.92985320091248
3,0.027178429067134857,0.9853768278965129,0.9842696629213483,0.9864864864864865,620,225.44828248023987
4,0.02492569573223591,0.9853107344632768,0.9886621315192744,0.9819819819819819,660,231.8930048942566
5,0.02584121562540531,0.9853438556933484,0.9864559819413092,0.9842342342342343,700,237.5362160205841
6,0.016598356887698174,0.9898989898989898,0.9865771812080537,0.9932432432432432,740,246.6681776046753
7,0.02375834807753563,0.9865470852017937,0.9821428571428571,0.990990990990991,780,249.3320655822754
8,0.020948117598891258,0.9841628959276018,0.9886363636363636,0.9797297297297297,820,256.067067861557
9,0.02068602479994297,0.9831649831649831,0.9798657718120806,0.9864864864864865,860,260.600634098053
10,0.01725592091679573,0.9887387387387387,0.9887387387387387,0.9887387387387387,900,266.3806743621826
11,0.01626887358725071,0.9864864864864865,0.9864864864864865,0.9864864864864865,940,271.443363904953
12,0.025181571021676064,0.9831271091113611,0.9820224719101124,0.9842342342342343,980,277.0441780090332
13,0.023851359263062477,0.9821029082774049,0.9755555555555555,0.9887387387387387,1020,279.84210729599
14,0.013970678672194481,0.9830890642615557,0.9841986455981941,0.9819819819819819,1060,282.94315218925476
15,0.012736237607896328,0.987598647125141,0.9887133182844243,0.9864864864864865,1100,315.60617542266846
16,0.016466883942484856,0.9842342342342343,0.9842342342342343,0.9842342342342343,1140,368.215069770813
17,0.01702294871211052,0.9865168539325843,0.984304932735426,0.9887387387387387,1180,359.33968472480774
18,0.017276395112276077,0.9864559819413092,0.9886877828054299,0.9842342342342343,1220,362.1642360687256
19,0.013711430132389069,0.9887387387387387,0.9887387387387387,0.9887387387387387,1260,378.49934339523315
20,0.015029342845082283,0.9875706214689265,0.9909297052154195,0.9842342342342343,1300,381.18557119369507
