,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.16096940636634827,0.89720511605874,0.909702209414025,0.8850467289719626,500,365.9581139087677
1,0.14977264404296875,0.9031954887218044,0.9083175803402647,0.8981308411214953,540,417.4350070953369
2,0.12617526948451996,0.9143126177024482,0.9212523719165086,0.9074766355140187,580,427.76842880249023
3,0.1267930269241333,0.9172510518934082,0.9176800748362957,0.9168224299065421,620,430.87803173065186
4,0.12794721126556396,0.9091751621872104,0.9016544117647058,0.9168224299065421,660,439.1416075229645
5,0.12417293339967728,0.9170222854433381,0.9307025986525506,0.9037383177570093,700,452.2825667858124
6,0.13075478374958038,0.917724494593324,0.923368022705771,0.9121495327102803,740,440.81218791007996
7,0.11680292338132858,0.9269662921348314,0.9287054409005628,0.9252336448598131,780,346.1419303417206
8,0.11570299416780472,0.9296296296296297,0.9211009174311927,0.9383177570093458,820,342.81956362724304
9,0.10673258453607559,0.9346919870310328,0.9265381083562901,0.9429906542056075,860,346.89349937438965
10,0.11098157614469528,0.9293954776188279,0.9179580674567,0.9411214953271028,900,353.92901849746704
11,0.1340826153755188,0.9252206223873664,0.9196675900277008,0.930841121495327,940,360.29386377334595
12,0.12321515381336212,0.9264356905552917,0.9411764705882353,0.9121495327102803,980,367.5317916870117
13,0.1103997603058815,0.9305555555555556,0.9220183486238532,0.9392523364485982,1020,369.2892532348633
14,0.11670034378767014,0.928842504743833,0.9431599229287091,0.9149532710280374,1060,373.7802438735962
15,0.10541834682226181,0.9336470588235295,0.9402843601895735,0.9271028037383178,1100,379.82501769065857
16,0.11765383183956146,0.9338881183541378,0.9240622140896615,0.9439252336448598,1140,386.8585708141327
17,0.1161990836262703,0.9312617702448212,0.9383301707779886,0.9242990654205607,1180,421.57106757164
18,0.10151482373476028,0.9357109338338808,0.939679547596607,0.9317757009345794,1220,405.3682074546814
19,0.10799061506986618,0.9338959212376934,0.9369708372530574,0.930841121495327,1260,401.55986070632935
20,0.10852841287851334,0.9294990723562152,0.9226519337016574,0.9364485981308411,1300,405.8070778846741
