,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.372,0.401,0.521,0.35,200,200,171.146,0.12,0.101
1,0.355,0.478,0.527,0.445,240,220,196.822,0.16,0.1
2,0.337,0.51,0.566,0.47,280,240,198.188,0.181,0.098
3,0.279,0.515,0.587,0.474,320,260,205.082,0.205,0.097
4,0.343,0.539,0.61,0.493,360,280,226.579,0.23,0.095
5,0.327,0.572,0.631,0.534,400,300,217.414,0.246,0.093
6,0.323,0.576,0.656,0.515,440,320,220.204,0.262,0.091
7,0.332,0.564,0.655,0.5,480,340,232.734,0.276,0.089
8,0.294,0.617,0.686,0.562,520,360,239.707,0.291,0.086
9,0.297,0.606,0.692,0.54,560,380,245.99,0.303,0.084
10,0.292,0.622,0.68,0.578,600,400,247.188,0.312,0.082
11,0.289,0.623,0.68,0.576,640,420,241.394,0.32,0.079
12,0.301,0.574,0.608,0.562,680,440,256.204,0.326,0.077
13,0.293,0.634,0.683,0.597,720,460,255.274,0.331,0.075
14,0.316,0.635,0.705,0.579,760,480,258.507,0.334,0.073
15,0.296,0.637,0.692,0.591,800,500,271.076,0.34,0.07
16,0.304,0.635,0.711,0.575,840,520,278.537,0.344,0.068
17,0.281,0.645,0.713,0.589,880,540,273.333,0.346,0.066
18,0.286,0.633,0.717,0.57,920,560,283.86,0.347,0.064
19,0.294,0.642,0.726,0.581,960,580,282.089,0.349,0.062
20,0.306,0.654,0.728,0.595,1000,600,286.232,0.353,0.059
