,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.161,0.919,0.921,0.919,200.0,226.347,0.254,0.225
1,0.121,0.948,0.949,0.948,240.0,237.682,0.291,0.101
2,0.13,0.934,0.928,0.941,273.6,244.827,0.305,0.0
3,0.116,0.942,0.929,0.956,293.6,243.026,0.284,0.0
4,0.127,0.943,0.962,0.926,302.0,254.351,0.262,0.0
