,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.309,0.528,0.449,0.661,200.0,200.0,140.232,0.245,0.097
1,0.306,0.544,0.602,0.504,280.0,240.0,155.583,0.26,0.095
2,0.285,0.588,0.607,0.574,360.0,280.0,163.242,0.291,0.091
3,0.299,0.596,0.648,0.558,440.0,320.0,168.74,0.302,0.088
4,0.319,0.602,0.66,0.56,520.0,360.0,167.838,0.319,0.084
5,0.292,0.611,0.654,0.575,600.0,400.0,170.136,0.335,0.079
6,0.288,0.633,0.665,0.605,680.0,440.0,180.416,0.342,0.075
7,0.266,0.638,0.677,0.604,760.0,480.0,181.598,0.349,0.071
8,0.283,0.648,0.714,0.594,840.0,520.0,183.944,0.354,0.067
9,0.258,0.67,0.737,0.617,920.0,560.0,185.067,0.359,0.062
10,0.271,0.66,0.723,0.608,1000.0,600.0,193.449,0.368,0.057
11,0.258,0.681,0.756,0.62,1080.0,640.0,196.876,0.376,0.051
12,0.283,0.686,0.751,0.631,1160.0,680.0,199.065,0.379,0.046
13,0.253,0.685,0.76,0.624,1240.0,720.0,200.048,0.381,0.04
14,0.287,0.67,0.754,0.603,1320.0,760.0,210.779,0.383,0.035
15,0.261,0.694,0.756,0.642,1400.0,800.0,213.998,0.382,0.03
16,0.248,0.688,0.749,0.638,1480.0,840.0,218.352,0.377,0.026
17,0.281,0.684,0.74,0.635,1560.0,880.0,219.359,0.374,0.022
18,0.262,0.691,0.776,0.623,1637.333,918.667,225.052,0.366,0.02
19,0.258,0.681,0.774,0.608,1697.333,948.667,225.221,0.361,0.019
20,0.257,0.696,0.768,0.637,1744.0,972.0,230.973,0.355,0.018
