,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.173,0.217,0.259,0.255,200.0,13.182,0.019,0.001
1,0.012,0.01,0.097,0.062,233.333,13.309,0.015,0.001
2,0.053,0.145,0.167,0.136,273.333,19.234,0.003,0.0
3,0.038,0.078,0.103,0.136,313.333,14.627,0.017,0.001
4,0.095,0.084,0.037,0.106,353.333,14.175,0.01,0.001
5,0.051,0.064,0.012,0.09,393.333,11.093,0.011,0.001
6,0.018,0.04,0.034,0.042,433.333,14.865,0.016,0.001
7,0.026,0.047,0.024,0.077,473.333,9.549,0.022,0.002
8,0.078,0.034,0.042,0.069,513.333,12.271,0.027,0.002
9,0.019,0.028,0.024,0.056,553.333,4.313,0.024,0.002
10,0.011,0.012,0.058,0.044,593.333,10.219,0.023,0.002
11,0.026,0.031,0.039,0.07,633.333,7.042,0.022,0.002
12,0.03,0.027,0.031,0.024,673.333,10.772,0.024,0.003
13,0.023,0.034,0.012,0.049,713.333,10.822,0.017,0.002
14,0.003,0.026,0.019,0.046,753.333,11.886,0.018,0.002
15,0.022,0.017,0.054,0.033,793.333,13.707,0.019,0.003
16,0.023,0.013,0.039,0.007,833.333,6.171,0.021,0.003
17,0.018,0.003,0.033,0.024,873.333,4.509,0.018,0.003
18,0.014,0.015,0.058,0.013,913.333,14.487,0.015,0.003
19,0.025,0.022,0.041,0.031,953.333,10.669,0.014,0.003
20,0.023,0.01,0.063,0.042,993.333,7.695,0.013,0.002
