,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time
0,0.3773835003376007,0.37948717948717947,0.47435897435897434,0.3162393162393162,200,102.69095396995544
1,0.3585283160209656,0.43059490084985835,0.6386554621848739,0.3247863247863248,240,95.11658072471619
2,0.308010071516037,0.4864864864864864,0.6617647058823529,0.38461538461538464,280,97.37912511825562
3,0.2821197807788849,0.564885496183206,0.6981132075471698,0.47435897435897434,320,102.4276397228241
4,0.3538086414337158,0.5422993492407809,0.5506607929515418,0.5341880341880342,360,102.258455991745
5,0.3097665011882782,0.5377358490566038,0.6,0.48717948717948717,400,104.81041264533997
6,0.30881989002227783,0.5291005291005291,0.6944444444444444,0.42735042735042733,440,104.90118741989136
7,0.2810964584350586,0.583132530120482,0.6685082872928176,0.5170940170940171,480,107.67264986038208
8,0.27741575241088867,0.5714285714285715,0.6744186046511628,0.49572649572649574,520,112.53732085227966
9,0.2983676493167877,0.5602094240837696,0.722972972972973,0.45726495726495725,560,110.70641827583313
10,0.26371830701828003,0.6142857142857143,0.6935483870967742,0.5512820512820513,600,110.96637105941772
11,0.26134395599365234,0.6161616161616161,0.7530864197530864,0.5213675213675214,640,112.13040566444397
12,0.2745676040649414,0.6192893401015228,0.7625,0.5213675213675214,680,117.5491726398468
13,0.2944967448711395,0.6119402985074627,0.7321428571428571,0.5256410256410257,720,116.78743243217468
14,0.3063920736312866,0.558472553699284,0.6324324324324324,0.5,760,116.14330005645752
15,0.2532314956188202,0.6506024096385542,0.7458563535911602,0.5769230769230769,800,116.65659189224243
16,0.293948769569397,0.5891089108910891,0.7,0.5085470085470085,840,121.25602793693542
17,0.2947075366973877,0.6149870801033592,0.7777777777777778,0.5085470085470085,880,123.00771284103394
18,0.28029531240463257,0.6323185011709601,0.6994818652849741,0.5769230769230769,920,121.51421308517456
19,0.31667062640190125,0.6176470588235294,0.7241379310344828,0.5384615384615384,960,119.60816192626953
20,0.2884686291217804,0.6392251815980629,0.7374301675977654,0.5641025641025641,1000,121.15416526794434
