,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.148,0.909,0.894,0.926,200,200,221.283,0.27,0.198
1,0.095,0.955,0.93,0.981,280,240,238.116,0.32,0.0
