,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.017,0.009,0.045,0.053,200,20.439,0.016,0.0
1,0.006,0.009,0.01,0.011,240,32.129,0.018,0.0
2,0.015,0.013,0.029,0.042,280,16.098,0.018,0.0
3,0.011,0.006,0.016,0.026,320,22.946,0.028,0.001
4,0.019,0.014,0.022,0.049,360,15.334,0.031,0.001
5,0.014,0.005,0.005,0.014,400,13.772,0.027,0.001
6,0.007,0.002,0.013,0.017,440,7.958,0.019,0.0
7,0.007,0.001,0.005,0.007,480,3.066,0.003,0.0
8,0.012,0.005,0.009,0.019,520,17.323,0.007,0.0
9,0.004,0.003,0.006,0.009,560,6.626,0.016,0.001
10,0.002,0.002,0.009,0.004,600,11.961,0.018,0.001
11,0.003,0.023,0.054,0.014,640,14.926,0.014,0.001
12,0.009,0.001,0.01,0.009,680,10.787,0.016,0.001
13,0.008,0.003,0.009,0.009,720,9.284,0.011,0.0
14,0.01,0.002,0.011,0.012,760,16.614,0.007,0.0
15,0.003,0.004,0.012,0.008,800,14.585,0.014,0.001
16,0.002,0.002,0.012,0.009,840,3.24,0.02,0.001
17,0.009,0.005,0.004,0.008,880,11.218,0.018,0.001
18,0.011,0.001,0.003,0.003,920,22.268,0.016,0.001
19,0.005,0.002,0.002,0.006,960,20.001,0.018,0.001
20,0.004,0.003,0.007,0.004,1000,11.888,0.012,0.001
