,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.017,0.009,0.045,0.053,200,200,16.96,0.016,0.0
1,0.019,0.004,0.024,0.03,280,240,29.91,0.016,0.0
2,0.008,0.004,0.014,0.02,360,280,19.908,0.015,0.0
3,0.017,0.008,0.006,0.022,440,320,26.662,0.018,0.0
4,0.023,0.012,0.024,0.038,520,360,21.869,0.028,0.001
5,0.004,0.003,0.004,0.006,600,400,36.139,0.037,0.001
6,0.01,0.005,0.004,0.015,680,440,30.568,0.024,0.001
7,0.002,0.004,0.002,0.006,760,480,33.771,0.023,0.001
8,0.006,0.005,0.001,0.009,840,520,16.966,0.02,0.001
9,0.004,0.002,0.015,0.013,920,560,17.764,0.016,0.001
10,0.007,0.002,0.003,0.005,1000,600,30.853,0.009,0.001
11,0.013,0.004,0.005,0.004,1080,640,30.16,0.009,0.001
12,0.008,0.005,0.007,0.016,1160,680,14.897,0.011,0.001
13,0.008,0.002,0.003,0.002,1240,720,27.927,0.016,0.001
14,0.005,0.005,0.011,0.01,1320,760,25.337,0.016,0.001
15,0.008,0.002,0.005,0.002,1400,800,6.012,0.011,0.001
16,0.005,0.002,0.001,0.004,1480,840,23.499,0.013,0.001
17,0.007,0.004,0.004,0.004,1560,880,24.738,0.014,0.001
18,0.005,0.004,0.004,0.011,1640,920,11.186,0.014,0.001
19,0.007,0.004,0.007,0.001,1720,960,21.468,0.01,0.001
20,0.011,0.001,0.006,0.007,1800,1000,31.035,0.009,0.001
