,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.143,0.903,0.914,0.897,200,396.348,0.168,0.186
1,0.1,0.929,0.913,0.946,280,458.348,0.26,0.185
2,0.1,0.932,0.937,0.927,360,460.043,0.311,0.184
3,0.107,0.938,0.925,0.951,440,464.893,0.348,0.182
4,0.099,0.939,0.934,0.944,520,468.649,0.362,0.181
5,0.094,0.941,0.94,0.943,600,474.409,0.379,0.179
6,0.098,0.943,0.946,0.94,680,483.057,0.392,0.178
7,0.09,0.947,0.945,0.949,760,492.663,0.406,0.176
8,0.093,0.95,0.942,0.958,840,495.806,0.413,0.175
9,0.093,0.948,0.94,0.956,920,497.054,0.421,0.173
10,0.093,0.948,0.942,0.953,1000,506.476,0.424,0.172
