,test_loss,test_f1,test_prec,test_recall,labeled_instances,orakle_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.143,0.903,0.914,0.897,200,200,435.477,0.168,0.186
1,0.133,0.92,0.935,0.906,280,240,519.361,0.26,0.185
2,0.101,0.932,0.946,0.918,360,280,521.036,0.322,0.183
3,0.106,0.936,0.94,0.932,440,320,519.143,0.359,0.182
4,0.122,0.929,0.932,0.928,520,360,511.617,0.387,0.18
5,0.09,0.945,0.947,0.944,600,400,528.783,0.396,0.179
6,0.099,0.944,0.937,0.95,680,440,529.206,0.408,0.177
7,0.097,0.944,0.941,0.948,760,480,533.7,0.418,0.175
8,0.094,0.945,0.94,0.95,840,520,541.587,0.425,0.174
9,0.103,0.941,0.946,0.937,920,560,539.525,0.43,0.172
10,0.104,0.946,0.949,0.942,1000,600,547.153,0.438,0.171
11,0.098,0.946,0.94,0.953,1080,640,575.939,0.443,0.169
12,0.098,0.946,0.949,0.944,1160,680,561.958,0.443,0.168
13,0.098,0.95,0.945,0.955,1240,720,580.512,0.449,0.166
14,0.098,0.949,0.952,0.946,1320,760,582.518,0.448,0.164
15,0.093,0.952,0.95,0.954,1400,800,578.125,0.451,0.163
16,0.099,0.949,0.945,0.954,1480,840,585.016,0.455,0.161
17,0.09,0.951,0.953,0.949,1560,880,598.342,0.458,0.159
18,0.094,0.951,0.954,0.949,1640,920,594.417,0.46,0.157
19,0.095,0.953,0.953,0.954,1720,960,591.174,0.463,0.155
20,0.098,0.953,0.951,0.955,1800,1000,611.487,0.464,0.154
