,test_loss,test_f1,test_prec,test_recall,train_positive_rate,pool_positive_rate,labeled_instances,iteration_time
0,0.058,0.0,0.0,0.0,0.0,0.0,10,15.559
1,0.038,0.0,0.0,0.0,0.0,0.0,20,6.656
2,0.113,0.053,0.071,0.148,0.0,0.0,40,11.893
3,0.014,0.008,0.067,0.066,0.0,0.0,60,14.312
4,0.013,0.004,0.012,0.021,0.0,0.0,80,28.885
5,0.003,0.016,0.037,0.029,0.0,0.0,100,16.609
6,0.005,0.01,0.015,0.019,0.0,0.0,120,22.927
7,0.005,0.007,0.033,0.025,0.0,0.0,140,9.059
8,0.01,0.002,0.025,0.027,0.0,0.0,160,16.068
9,0.019,0.004,0.029,0.023,0.0,0.0,180,10.898
10,0.012,0.006,0.006,0.008,0.0,0.0,200,22.48
11,0.011,0.01,0.024,0.015,0.0,0.0,240,16.137
12,0.033,0.004,0.021,0.014,0.0,0.0,280,17.666
13,0.004,0.0,0.009,0.008,0.0,0.0,320,25.167
14,0.011,0.006,0.007,0.019,0.0,0.0,360,15.163
15,0.003,0.004,0.01,0.016,0.0,0.0,400,21.864
16,0.008,0.002,0.015,0.012,0.0,0.0,440,16.635
17,0.006,0.007,0.004,0.014,0.0,0.0,480,19.879
18,0.009,0.003,0.011,0.014,0.0,0.0,520,17.112
19,0.011,0.002,0.021,0.023,0.0,0.0,560,13.16
20,0.001,0.006,0.008,0.008,0.0,0.0,600,9.227
21,0.013,0.003,0.012,0.007,0.0,0.0,640,15.976
22,0.01,0.003,0.01,0.011,0.0,0.0,680,16.991
23,0.006,0.002,0.013,0.017,0.0,0.0,720,24.915
24,0.009,0.003,0.014,0.011,0.0,0.0,760,31.625
25,0.023,0.006,0.016,0.006,0.0,0.0,800,29.089
26,0.011,0.002,0.006,0.007,0.0,0.0,840,22.628
27,0.017,0.007,0.005,0.018,0.0,0.0,880,30.606
28,0.006,0.001,0.006,0.008,0.0,0.0,920,23.861
29,0.016,0.008,0.016,0.005,0.0,0.0,960,18.749
30,0.013,0.007,0.007,0.018,0.0,0.0,1000,25.009
