,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.017,0.009,0.045,0.053,200,16.816,0.016,0.0
1,0.015,0.008,0.023,0.01,280,32.356,0.016,0.0
2,0.009,0.002,0.005,0.007,360,26.458,0.02,0.0
3,0.013,0.003,0.014,0.01,440,26.552,0.002,0.0
4,0.013,0.001,0.019,0.021,520,38.301,0.007,0.0
5,0.014,0.001,0.022,0.024,600,23.917,0.008,0.0
6,0.002,0.001,0.005,0.007,680,26.411,0.013,0.001
7,0.004,0.005,0.004,0.007,760,12.942,0.013,0.001
8,0.011,0.004,0.009,0.002,840,9.463,0.007,0.0
9,0.004,0.002,0.006,0.007,920,11.003,0.007,0.0
10,0.007,0.001,0.005,0.004,1000,6.742,0.013,0.001
