,test_loss,test_f1,test_prec,test_recall,labeled_instances,iteration_time,train_positive_rate,pool_positive_rate
0,0.079,0.95,0.932,0.97,200,457.984,0.187,0.179
1,0.054,0.968,0.957,0.98,240,528.441,0.238,0.178
2,0.035,0.98,0.979,0.981,280,533.876,0.257,0.177
3,0.025,0.984,0.982,0.986,320,566.262,0.292,0.175
4,0.026,0.985,0.986,0.983,360,555.834,0.318,0.173
5,0.025,0.987,0.983,0.99,400,562.155,0.343,0.17
6,0.023,0.986,0.985,0.988,440,604.082,0.355,0.169
7,0.021,0.987,0.987,0.987,480,587.3,0.368,0.167
8,0.018,0.989,0.988,0.99,520,594.58,0.377,0.165
9,0.02,0.989,0.987,0.99,560,634.862,0.386,0.163
10,0.018,0.989,0.988,0.989,600,623.452,0.392,0.161
11,0.017,0.986,0.987,0.986,640,615.593,0.399,0.159
12,0.016,0.988,0.989,0.987,680,653.154,0.404,0.157
13,0.017,0.987,0.987,0.987,720,647.37,0.41,0.155
14,0.018,0.986,0.988,0.985,760,673.519,0.415,0.153
15,0.016,0.989,0.99,0.989,800,697.579,0.419,0.151
16,0.017,0.989,0.989,0.988,840,688.36,0.423,0.149
17,0.017,0.989,0.989,0.988,880,700.907,0.427,0.146
18,0.016,0.988,0.987,0.989,920,706.186,0.43,0.144
19,0.016,0.988,0.987,0.988,960,743.504,0.433,0.142
20,0.017,0.986,0.987,0.986,1000,747.336,0.436,0.14
